id_paciente,nombre,apellido_paterno,apellido_materno,seguro_social,latitud,longitud
P0131,María,González,Hernández,84619774603,21.37130940684086,-104.81591636280626
P0132,Lucía,García,González,32952580694,20.942093627978824,-97.42423325948884
P0133,Lucía,García,López,45274181350,28.37733084646887,-106.87241480061195
P0134,Miguel,López,Martínez,66042207513,20.543459265365797,-100.54055419947281
P0135,Jorge,Ramírez,Rodríguez,77446941137,19.37945166731764,-99.2393303195835
P0136,Sofía,Hernández,Martínez,8182808783,19.55426357189809,-99.04401376516542
P0137,María,Martínez,García,79290456344,17.778618177455982,-98.73786431941029
P0138,María,Hernández,Rodríguez,39759079191,19.44802998625873,-99.27207865659064
P0139,Ana,García,López,31725454841,19.2176940372824,-98.24194164955
P0140,Ana,Pérez,López,3326096097,20.872604095377678,-101.52581904822677
P0141,Miguel,Pérez,Sánchez,4097187265,28.161642325476954,-106.22445779532113
P0142,Lucía,González,López,14386689231,20.87297483124006,-101.78185671697672
P0143,Lucía,Torres,Martínez,80624666176,19.01846179992069,-104.12793080473419
P0144,Juan,González,Ramírez,85029145757,20.091353682844247,-97.57707888211156
P0145,María,Ramírez,Torres,72188585672,19.987513109483054,-102.29170657500873
P0146,Jorge,Hernández,Ramírez,45924253445,21.96269316393237,-102.3400037287466
P0147,Jorge,Torres,Torres,70262933828,21.241616282321335,-98.80188032309222
P0148,Lucía,López,Ramírez,72307731511,20.934084282122416,-89.60540284608457
P0149,Sofía,García,Pérez,97642625748,17.42557407163236,-97.96755241273371
P0150,Carlos,García,García,97295564887,19.382821106250642,-99.14579198187522
P0151,Jorge,Hernández,López,38342082264,17.428574416423892,-99.17759896752625
P0152,Carlos,López,Sánchez,36929804361,21.56061856399544,-97.81168166289677
P0153,Jorge,Ramírez,Hernández,86033911492,18.616538214666136,-91.11867010535686
P0154,Miguel,Ramírez,Sánchez,13458373187,26.927891118587297,-101.43641138381821
P0155,María,García,López,90448278168,26.848965453745514,-108.11003416019986
P0156,Sofía,Torres,Pérez,31407136659,22.14317539266987,-101.00235638392925
P0157,Ana,Pérez,Rodríguez,60682984419,18.020521751063683,-95.53939150083254
P0158,Juan,García,Martínez,557502625,19.808171360022435,-102.64927768243567
P0159,Juan,Torres,Hernández,30950273911,19.373230480226777,-99.29240505498032
P0160,María,González,Pérez,478634070,19.57799395199628,-98.89128271153666
P0161,Juan,Pérez,Ramírez,52434008396,19.48683094245317,-99.21874825512069
P0162,María,Torres,Hernández,58935164691,19.4648025974467,-99.18375016295867
P0163,Carlos,Torres,López,61070045094,24.410515553725048,-104.56338697135577
P0164,Elena,Hernández,Hernández,53593780178,19.79019595899998,-97.94881872229271
P0165,Miguel,Hernández,Rodríguez,29430209889,19.707835874297835,-100.03695790921468
P0166,María,Hernández,Martínez,60477772808,19.226421641680012,-100.08202497336795
P0167,Elena,Torres,Sánchez,64200523578,24.141703592613652,-98.88316345586895
P0168,Carlos,González,Martínez,93870053412,16.398922565271462,-96.84128508283726
P0169,María,Pérez,Ramírez,66194786007,24.015606557305517,-104.65738594510347
P0170,Carlos,González,Ramírez,7261793279,20.57360185606881,-97.21043181258781
P0171,Miguel,Torres,Martínez,57618361330,32.03816011524655,-114.64692072485971
P0172,Miguel,López,Martínez,37462490221,25.984200742343855,-98.10548285737461
P0173,Luis,Ramírez,Hernández,78612714449,17.758792606741462,-96.80462379447961
P0174,Sofía,López,Sánchez,93639225932,21.22810386466043,-98.87463592296768
P0175,María,González,Martínez,12637250893,31.040129840301077,-114.88147696569754
P0176,Juan,Pérez,Martínez,42744665860,32.35501265797555,-116.99905345211226
P0177,Juan,López,Rodríguez,86116977112,19.314405224372955,-99.64842433814685
P0178,Ana,Sánchez,Sánchez,17382677933,19.48600470673942,-98.8662875290148
P0179,Lucía,Pérez,Torres,72489073608,27.948637158265903,-101.22814093303664
P0180,Juan,Sánchez,Ramírez,77265982035,17.286172428713368,-95.99489778083671
P0181,Lucía,Rodríguez,López,43623134055,18.61038722490899,-99.20139486929375
P0182,Lucía,Ramírez,López,66093243886,26.036633991047903,-100.34764547523797
P0183,Luis,Martínez,Pérez,16942768982,19.94489188670765,-98.89085663989013
P0184,Jorge,Martínez,García,97649124510,22.34838056415813,-100.39799888703358
P0185,Juan,Rodríguez,Hernández,86707662988,25.650958055224304,-100.1680315544145
P0186,Luis,Sánchez,Ramírez,5723035413,20.2794629320738,-99.1565080619113
P0187,Sofía,Rodríguez,Sánchez,10769844019,16.267214140587424,-94.21459698981842
P0188,Miguel,Pérez,Martínez,55895303849,21.548934166288557,-101.04591030988962
P0189,Juan,Pérez,Sánchez,69581742990,17.31785933338325,-95.96676546968308
P0190,Ana,García,Torres,14788694917,21.28509874331911,-86.94305210605317
P0191,María,Ramírez,Sánchez,75205221076,19.19425709585325,-98.97565381810638
P0192,Sofía,Sánchez,González,11176340971,20.023353760383507,-100.68877689477084
P0193,Elena,Hernández,Rodríguez,79896717524,32.53168832110509,-117.11542723598075
P0194,Lucía,Hernández,González,54336544459,17.93573729019755,-94.91625144745375
P0195,Elena,Sánchez,López,3697406109,18.98141607096979,-97.84108910842971
P0196,María,Sánchez,González,41199306777,17.311981142870483,-92.36618111713958
P0197,Miguel,González,Ramírez,66636695741,21.284669741801817,-100.53282999292684
P0198,Juan,García,Pérez,49487923271,24.92477753800957,-104.09004230860073
P0199,Lucía,González,Hernández,38525696986,18.80630179709345,-98.51573988860157
P0200,Carlos,García,Pérez,81489268865,18.78976424084947,-90.71148559702273
P0201,María,Martínez,Pérez,20854521184,20.62147913309012,-100.31382223441902
P0202,María,López,Rodríguez,7881863113,23.513250774878706,-98.9150364904854
P0203,Carlos,Hernández,González,86947694128,18.58210134982022,-99.97434403812036
P0204,Miguel,Hernández,Pérez,86889922266,20.972832818816876,-101.36971138021613
P0205,Miguel,Martínez,Martínez,22011139013,20.64796646297115,-87.06174679300385
P0206,Luis,González,López,69804773106,18.08781304701755,-99.31416007684625
P0207,Elena,Sánchez,Hernández,48980444484,31.702993256880124,-106.4605013833793
P0208,Ana,Ramírez,García,24828549570,19.140555718593028,-97.81250566345007
P0209,Luis,Hernández,Pérez,3457032595,17.045427466026688,-96.73197974489136
P0210,Carlos,Sánchez,Ramírez,89341302068,19.61292582229615,-96.9894158737641
P0211,Elena,Rodríguez,Hernández,44097187800,30.642844298070273,-112.3323268893558
P0212,Miguel,Torres,Hernández,29195692508,20.295234212909897,-97.81572351636572
P0213,Ana,Pérez,Pérez,5585581047,16.83151539126986,-95.13049287862317
P0214,Carlos,Ramírez,García,50225856204,28.20578477019769,-101.39795954625627
P0215,Juan,Sánchez,Pérez,26349211091,15.963225149985378,-96.65425526538438
P0216,Carlos,Sánchez,Martínez,42640568022,18.330341930839015,-99.51612458013581
P0217,Juan,Martínez,Hernández,38479925207,21.936011274927782,-103.49276638259863
P0218,Miguel,Hernández,Hernández,80549860106,32.427546288411946,-117.04979838129334
P0219,Carlos,Pérez,Rodríguez,99484644950,19.475127745873145,-103.59813227207732
P0220,Miguel,Hernández,Hernández,14164069499,22.183568830644933,-101.01717582982839
P0221,Ana,Ramírez,López,19272984851,29.073951782599355,-107.77891470597952
P0222,Lucía,García,Ramírez,56569146757,23.170526823347842,-103.88216661165404
P0223,Jorge,González,Sánchez,70483081221,20.69203003482545,-98.25559908365666
P0224,Juan,García,Ramírez,30191472946,17.98030882199816,-93.54556911243807
P0225,María,Hernández,Torres,81557583183,19.42130203238563,-99.05599612942856
P0226,Luis,García,Rodríguez,80762433062,17.328189543351836,-96.10319739888622
P0227,Elena,Pérez,Ramírez,58739704918,25.84977866078367,-97.97961112032029
P0228,Elena,Torres,Ramírez,29586179505,22.01878920179842,-98.99891286152798
P0229,Jorge,Sánchez,Torres,81348744731,20.651372989196844,-103.4411343367404
P0230,Juan,Hernández,Ramírez,6406546699,22.346842267352244,-101.72432149597118
P0231,María,Sánchez,López,98634220043,30.445908185933632,-108.06734970747742
P0232,Luis,Rodríguez,Hernández,51148881207,19.56968959477744,-99.13593027205067
P0233,Luis,Hernández,Rodríguez,8889099136,24.188074363430452,-98.11149652887146
P0234,María,Rodríguez,García,3890494721,21.62145888988668,-102.05350091449564
P0235,Luis,González,García,30474485746,25.40422366917258,-104.41190203301849
P0236,Miguel,Rodríguez,González,75626837337,25.170213897339288,-111.12824345079193
P0237,Jorge,Torres,Sánchez,27067824783,19.033968912638247,-98.13929486511032
P0238,Lucía,Sánchez,López,82648666734,17.751321023545213,-97.9300910613734
P0239,Juan,García,Ramírez,29202457861,25.054030582861888,-105.43921395657041
P0240,Elena,López,González,24773138616,23.54387951983634,-110.00507599184115
P0241,Carlos,Rodríguez,Torres,53127115140,17.31058109015801,-98.96388704600163
P0242,Elena,Torres,Rodríguez,46172708665,22.880886168036966,-109.91283066523724
P0243,Juan,Torres,Pérez,29082600598,19.197784531557975,-97.47820470713133
P0244,Lucía,Sánchez,Hernández,61032244740,24.000875344240757,-104.67632624874712
P0245,Sofía,Pérez,García,29413831016,20.23683456770265,-97.99474380644625
P0246,Luis,Martínez,Rodríguez,80347923492,22.74719514904285,-98.98467181042606
P0247,Lucía,López,González,23099979482,25.66732409207452,-103.55890560161924
P0248,Jorge,Pérez,Ramírez,10402718971,30.59484027477801,-112.20303961059972
P0249,Miguel,García,Pérez,5115051250,25.853657468094717,-104.17422653886617
P0250,Miguel,Torres,López,67368934358,16.578403861639107,-98.61039577750736
P0251,Luis,Rodríguez,García,4871493172,31.66872875081623,-106.4308229220429
P0252,María,González,Rodríguez,84676421207,16.731234590252804,-97.41849994289964
P0253,Carlos,Sánchez,Martínez,43507494850,23.17765440163646,-106.08020922820779
P0254,Miguel,González,López,5708412537,20.686987981758232,-98.56179628765686
P0255,Jorge,Rodríguez,Ramírez,69056853471,20.236907112230067,-98.21514891402654
P0256,Sofía,Ramírez,Sánchez,64026752999,16.187215888338432,-92.41626079600563
P0257,Jorge,Torres,Hernández,70734790760,18.589626768314574,-98.39052864415578
P0258,Ana,Martínez,Martínez,66129855441,20.13884320711632,-100.00002015268397
P0259,Luis,Martínez,García,90060057574,24.152703882495153,-110.29429312577989
P0260,Miguel,Torres,López,84783139327,22.6144592553207,-99.09038104840815
P0261,Elena,Torres,Torres,45650435479,17.97078294905776,-92.95322935466739
P0262,Juan,Torres,González,16272331914,19.962438173490487,-104.23560461361117
P0263,María,Rodríguez,Martínez,38437626666,19.48236865535145,-99.26439202553738
P0264,Elena,Torres,Hernández,93329578314,21.895360572754242,-105.28883553825834
P0265,María,Rodríguez,Martínez,40241887148,19.49517630789048,-98.9064766985724
P0266,Luis,Torres,López,1851631345,27.44911643908699,-99.54274769944189
P0267,Elena,García,Sánchez,90961220095,19.26107140681306,-102.23690295823084
P0268,Miguel,González,Martínez,78796553213,20.567596898892102,-101.62788571328167
P0269,Miguel,López,Hernández,9394976149,20.460023718029998,-97.32239885292451
P0270,Carlos,Sánchez,Pérez,35854065925,23.14890119546525,-103.97951461136086
P0271,Jorge,Sánchez,Hernández,28553777142,19.641805806518203,-99.11743875967878
P0272,Luis,Sánchez,Rodríguez,78161857321,21.999169054363755,-103.22599082008809
P0273,Elena,González,Martínez,73654595897,19.408554054970168,-98.83489960104149
P0274,Luis,Pérez,Rodríguez,25031064715,21.893788435149474,-99.06119032216083
P0275,María,González,Torres,46333915510,22.931035049418966,-101.47238257129254
P0276,Elena,Pérez,García,33966613608,15.648071582833376,-92.27353993334604
P0277,María,Rodríguez,González,65203723358,25.587721441672123,-103.29817070450677
P0278,Carlos,Pérez,García,42687208674,17.18546308646508,-96.29491691747329
P0279,Carlos,Hernández,Martínez,667430192,22.690512422090283,-103.34398088304752
P0280,Luis,Ramírez,Torres,53921306773,20.615799468884052,-102.99593413426328
P0281,Carlos,Pérez,Pérez,10346573075,19.560387091784524,-99.07491184761581
P0282,Luis,Hernández,Torres,83127213355,25.4405532103204,-101.0438100566249
P0283,Sofía,Torres,Torres,54296470842,21.55264336741497,-105.07313869011435
P0284,Elena,Martínez,Ramírez,79139958291,22.6615056304874,-102.97317904108668
P0285,Jorge,García,Torres,84369137614,22.98341870439737,-105.74470343624343
P0286,Ana,Martínez,Ramírez,86402238562,18.891639276568924,-99.76917804252801
P0287,Sofía,González,Rodríguez,24142268104,22.709336172116096,-98.98396562915674
P0288,Miguel,López,Hernández,95792930680,20.566689052483355,-103.18741180137928
P0289,Sofía,Torres,Hernández,59401665327,23.672990833084096,-106.12370003609463
P0290,Luis,Torres,López,72526467878,21.045887539095677,-89.55948422293532
P0291,Miguel,González,Torres,45607987097,19.562596954257636,-99.01252020289223
P0292,María,Torres,Sánchez,97029433222,20.86992898020361,-101.5138051904731
P0293,Ana,Hernández,Torres,33832605668,19.225234687909964,-98.54584005813044
P0294,Lucía,Pérez,García,24316854843,18.354393536402142,-90.34241942018099
P0295,Luis,Sánchez,López,13382595975,21.193118605875735,-102.02997090626276
P0296,Lucía,Martínez,García,5599188323,19.931291929884047,-97.72698830963756
P0297,Miguel,Torres,González,5124705526,16.228597493700242,-93.81398814255715
P0298,María,Martínez,Torres,7702532323,26.003518021815005,-99.51470853586198
P0299,Miguel,Martínez,Martínez,39603400337,16.62743816286029,-91.95604198807501
P0300,Luis,Sánchez,Pérez,82263230461,31.63899502397095,-106.4264973158776
P0301,Lucía,Rodríguez,Sánchez,54075198386,17.540831744144143,-92.95292156143472
P0302,Ana,Ramírez,Pérez,50786756342,19.050460974851642,-104.3268225498667
P0303,Lucía,Torres,García,11678198295,20.96516003493298,-89.627204948106
P0304,Juan,González,Rodríguez,12231617527,19.768063552188625,-100.05967692896812
P0305,María,García,Sánchez,33147450754,17.905704544127904,-93.09153490298164
P0306,Elena,Ramírez,Hernández,60990778208,19.403943101948535,-98.94974093708781
P0307,Sofía,Torres,Torres,55104350112,19.412016803904127,-102.02185905507208
P0308,Luis,Pérez,González,99065012763,15.358538324875024,-92.2014741046554
P0309,Sofía,Martínez,Martínez,84124899456,21.452953054882986,-104.81756705629093
P0310,María,Hernández,Torres,49744594549,18.136443977116606,-94.46859595171695
P0311,Elena,Hernández,Hernández,33733648098,25.45173163279103,-108.05755498653888
P0312,Ana,López,Rodríguez,72441956863,23.859836428376287,-100.78003077986604
P0313,Lucía,Pérez,Ramírez,71752286535,29.106463279067952,-110.99118866201297
P0314,Carlos,García,Pérez,82538152956,22.70743699092559,-101.45149589960909
P0315,Sofía,Rodríguez,López,84397849022,19.65674078357212,-100.35466208703843
P0316,Juan,Ramírez,Hernández,35804587130,30.133417875057212,-108.67172826485151
P0317,Jorge,López,González,12811817672,17.566414488295642,-99.42805106388876
P0318,Juan,Ramírez,Martínez,4461018875,20.42184661273001,-99.12174658501316
P0319,María,Torres,López,20662954858,17.7558202976705,-98.51229705507399
P0320,Sofía,González,López,27697398220,20.158646346393258,-105.15632725212362
P0321,Carlos,Sánchez,López,31864962029,24.04455797184216,-104.69701179973222
P0322,Jorge,Martínez,Hernández,68846505887,32.54039091884564,-116.87610285792682
P0323,Lucía,Pérez,Hernández,65620876763,20.48767794633069,-101.10407674753264
P0324,Juan,Hernández,García,44428367138,23.813735911375023,-110.14042555798487
P0325,Luis,González,Hernández,2110696236,24.81043073678628,-99.6351297396768
P0326,Miguel,Ramírez,Torres,88701132535,19.866302006854735,-100.77803103338502
P0327,Carlos,González,Pérez,54659591221,20.20678453201964,-99.02120655661335
P0328,Sofía,Rodríguez,Hernández,89382905827,20.6303349985593,-103.37514595254268
P0329,María,Martínez,González,42018970363,21.027284145356926,-97.54809412701117
P0330,Elena,González,Rodríguez,39293925899,20.342577121312996,-100.11210576999967
P0331,Sofía,Torres,Martínez,99865325871,18.066359363136996,-96.43639377023779
P0332,Juan,Pérez,López,59630532149,25.575616093089117,-108.12353404556237
P0333,Luis,Sánchez,Hernández,54657963132,21.726825367983057,-103.47971215244584
P0334,Ana,Pérez,Pérez,56438281206,18.01413271666255,-98.8348172033032
P0335,Luis,Sánchez,Ramírez,32046347625,19.249189759756767,-103.38056879875046
P0336,Elena,García,García,85940873229,32.64667822823767,-115.21127754016538
P0337,Carlos,Sánchez,Sánchez,99356942814,19.4437941955415,-99.09997010852085
P0338,Miguel,Pérez,Torres,42363362233,20.638614890268293,-103.3099632501123
P0339,Sofía,García,López,69060084263,16.270227460227087,-95.00467800067928
P0340,Luis,Sánchez,González,80565887805,16.613881225989843,-97.90453350360076
P0341,Jorge,Pérez,Sánchez,26058091728,25.218198490990105,-104.294758794339
P0342,Juan,González,Ramírez,32918649921,24.361310706042037,-107.26980565219655
P0343,Juan,Pérez,Hernández,29167847694,20.173010460933444,-98.46074486046471
P0344,María,Martínez,García,42806836930,22.685118545387766,-98.22098536765843
P0345,Juan,López,Ramírez,79184072857,28.28046887338446,-100.90737768617484
P0346,Luis,Torres,Rodríguez,40696591313,26.24711312703149,-98.9935028237536
P0347,Juan,Rodríguez,Rodríguez,71915931847,18.78337403679423,-102.86612745800106
P0348,Jorge,Martínez,García,96932155514,25.768881554515392,-103.58133476910754
P0349,Luis,López,Sánchez,72671337567,19.07246858871401,-97.33003609576843
P0350,Elena,Sánchez,Hernández,62691674505,19.911928175511356,-101.53177129134077
P0351,Miguel,Ramírez,Torres,60018944804,20.349459824893252,-97.90426754654469
P0352,Juan,Rodríguez,González,70908109445,26.268674023389256,-99.53996322804939
P0353,Carlos,Pérez,Pérez,87133922526,32.64034802486342,-115.60405390001166
P0354,Lucía,Torres,Ramírez,84541728599,19.32204625443727,-98.90021666889716
P0355,Jorge,Ramírez,Rodríguez,1057089762,19.43765730048978,-102.03006862169714
